noseX,noseY,left_eyeX,left_eyeY,right_eyeX,right_eyeY,left_earX,left_earY,right_earX,right_earY,left_shoulderX,left_shoulderY,right_shoulderX,right_shoulderY,left_elbowX,left_elbowY,right_elbowX,right_elbowY,left_wristX,left_wristY,right_wristX,right_wristY,left_hipX,left_hipY,right_hipX,right_hipY,left_kneeX,left_kneeY,right_kneeX,right_kneeY,left_ankleX,left_ankleY,right_ankleX,right_ankleY,neckX,neckY
0.4693217873573303,0.2367938756942749,0.49093103408813477,0.21195343136787415,0.4504212737083435,0.216983363032341,0.5289093852043152,0.24035538733005524,0.42963823676109314,0.2537788450717926,0.5853853821754456,0.42787766456604004,0.38320136070251465,0.43549928069114685,0.6290364265441895,0.6580020785331726,0.3456864655017853,0.6561418771743774,0.655511736869812,0.8785545229911804,0.299193412065506,0.8866006731987,0.5522083044052124,0.8654829859733582,0.414747953414917,0.8634384274482727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48302966356277466,0.4315125048160553
0.4771617352962494,0.23665955662727356,0.49962979555130005,0.210154190659523,0.4576858580112457,0.21619175374507904,0.5404343008995056,0.23928415775299072,0.4384131133556366,0.2528446316719055,0.5938032865524292,0.42935460805892944,0.3902873992919922,0.4347916543483734,0.6352126002311707,0.6642860770225525,0.3573363125324249,0.6600317358970642,0.6688656806945801,0.8793080449104309,0.30967140197753906,0.8866006731987,0.5597726702690125,0.852516233921051,0.4199236333370209,0.8643631935119629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49048781394958496,0.43153971433639526
0.47521883249282837,0.23654545843601227,0.49766865372657776,0.21070298552513123,0.45588812232017517,0.21665240824222565,0.5381464958190918,0.24044431746006012,0.43639156222343445,0.2543432116508484,0.5949968695640564,0.42757895588874817,0.3897988498210907,0.43828433752059937,0.6395359635353088,0.6657066941261292,0.35790514945983887,0.6672581434249878,0.6719396710395813,0.8715664148330688,0.3091559112071991,0.8899063467979431,0.5638939142227173,0.8522914052009583,0.422791063785553,0.8647054433822632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49043017625808716,0.43266087770462036
0.4741830825805664,0.23702868819236755,0.496245414018631,0.21111024916172028,0.4548831284046173,0.2179139107465744,0.5362828969955444,0.24010714888572693,0.43594861030578613,0.25529274344444275,0.5950976014137268,0.42719143629074097,0.38947227597236633,0.43807217478752136,0.639866054058075,0.6638171076774597,0.35692664980888367,0.6649726033210754,0.6723617315292358,0.8707178235054016,0.30864033102989197,0.8885809183120728,0.5632961988449097,0.8527669906616211,0.42238670587539673,0.8652273416519165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49057990312576294,0.43233588337898254
0.48679119348526,0.23915192484855652,0.5088033676147461,0.2131841629743576,0.46621400117874146,0.22023184597492218,0.5482572913169861,0.24147847294807434,0.44703227281570435,0.25715094804763794,0.6042463183403015,0.4301898777484894,0.39831671118736267,0.43637484312057495,0.6485316157341003,0.6653634905815125,0.3629750907421112,0.6567069888114929,0.677571177482605,0.8774034380912781,0.3126014769077301,0.882290780544281,0.5647459030151367,0.8521338105201721,0.42426592111587524,0.8627027869224548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5008478760719299,0.43374523520469666
0.5110248923301697,0.24692034721374512,0.5332335829734802,0.22194615006446838,0.4923781752586365,0.22527310252189636,0.5703356266021729,0.24864056706428528,0.4710844159126282,0.2550578713417053,0.6201167702674866,0.43111807107925415,0.41730985045433044,0.4301128089427948,0.661000669002533,0.6570389866828918,0.373561292886734,0.6494964361190796,0.687726616859436,0.8787949681282043,0.32096147537231445,0.8728720545768738,0.5759395956993103,0.8534388542175293,0.4336360991001129,0.8639541864395142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182209014892578,0.43091344833374023
0.5116517543792725,0.25038936734199524,0.5337148308753967,0.22498711943626404,0.4934748113155365,0.22859898209571838,0.5727414488792419,0.2543714642524719,0.4732811748981476,0.25990745425224304,0.6207287907600403,0.43510347604751587,0.41875413060188293,0.43518996238708496,0.6619815230369568,0.6557067036628723,0.37469130754470825,0.6569612622261047,0.6934393644332886,0.8764422535896301,0.32178470492362976,0.8767182230949402,0.578354001045227,0.8658421635627747,0.4363885223865509,0.8655890822410583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5192667841911316,0.43578609824180603
0.5052360892295837,0.24966947734355927,0.5267152190208435,0.22700156271457672,0.4864521622657776,0.2312871217727661,0.563353955745697,0.2590530216693878,0.4653034210205078,0.2689294219017029,0.614532470703125,0.4375937879085541,0.4119238555431366,0.4365217387676239,0.6606839299201965,0.6665526032447815,0.3701140880584717,0.6546684503555298,0.6944156289100647,0.8787006139755249,0.3163088858127594,0.8781916499137878,0.5740731358528137,0.8536258935928345,0.43137791752815247,0.864715039730072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5126315951347351,0.43775245547294617
0.4958053231239319,0.24921643733978271,0.5170521140098572,0.2246999591588974,0.47487547993659973,0.22891177237033844,0.5514763593673706,0.2547279894351959,0.45171019434928894,0.2648220956325531,0.6030775904655457,0.4325700104236603,0.39871901273727417,0.43432870507240295,0.6572385430335999,0.6577104926109314,0.3521747887134552,0.650450587272644,0.6965669989585876,0.8677716255187988,0.28891733288764954,0.8722354173660278,0.5671586990356445,0.8519100546836853,0.4249695837497711,0.8630427718162537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49973803758621216,0.43471139669418335
0.47917142510414124,0.23341311514377594,0.49936771392822266,0.21355687081813812,0.45852285623550415,0.21548591554164886,0.5292916297912598,0.24726785719394684,0.43128401041030884,0.25323644280433655,0.5836020708084106,0.4172622561454773,0.37626737356185913,0.42604392766952515,0.6767702102661133,0.6133566498756409,0.2948611378669739,0.6295293569564819,0.7333170175552368,0.8191083073616028,0.22970177233219147,0.8376542329788208,0.5559080839157104,0.846382737159729,0.41789600253105164,0.8478339314460754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4792761504650116,0.42102184891700745
0.4419243633747101,0.2351972758769989,0.46347981691360474,0.2110995352268219,0.4230385720729828,0.21742768585681915,0.5026804208755493,0.24311532080173492,0.4040808379650116,0.2536155879497528,0.5584482550621033,0.41387954354286194,0.3517998158931732,0.42132994532585144,0.6069054007530212,0.6312219500541687,0.3106134831905365,0.6489162445068359,0.652169406414032,0.848159670829773,0.25965794920921326,0.8755035400390625,0.5286091566085815,0.8510773777961731,0.38693347573280334,0.8500879406929016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45508676767349243,0.4180563986301422
0.4434272348880768,0.22905005514621735,0.4660469889640808,0.20501641929149628,0.42435380816459656,0.21159307658672333,0.5068482756614685,0.2375083714723587,0.40577051043510437,0.24963133037090302,0.5632362365722656,0.41014572978019714,0.3584984838962555,0.41862791776657104,0.6178770065307617,0.6322193741798401,0.31428050994873047,0.6473323702812195,0.6632314920425415,0.8482570052146912,0.25679144263267517,0.8744031190872192,0.5313318371772766,0.851335883140564,0.38906535506248474,0.8505274057388306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4602203965187073,0.41516417264938354
0.4687580466270447,0.22417066991329193,0.4912419021129608,0.19889703392982483,0.44961896538734436,0.2043013721704483,0.5317264199256897,0.22780300676822662,0.4285559356212616,0.2417779117822647,0.5938969254493713,0.4000784754753113,0.38238412141799927,0.41914525628089905,0.6461877226829529,0.6352606415748596,0.340302050113678,0.6511315107345581,0.6866495013237,0.8570559620857239,0.2783111035823822,0.8645319938659668,0.5593040585517883,0.8619255423545837,0.4151975214481354,0.8624358177185059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48543715476989746,0.41059717535972595
0.4974146783351898,0.21362529695034027,0.5217365026473999,0.18962594866752625,0.47879156470298767,0.1942138671875,0.5639116168022156,0.21851563453674316,0.45965510606765747,0.22823379933834076,0.6284453272819519,0.40013307332992554,0.42072513699531555,0.41550949215888977,0.6842607855796814,0.6384506225585938,0.3818820118904114,0.6521223187446594,0.7039766311645508,0.885356605052948,0.3112470805644989,0.868283748626709,0.5758553743362427,0.8528597950935364,0.4357626140117645,0.8661242723464966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523127019405365,0.4070398807525635
